workplace,doctor_id
Rural Health Unit,63987
University Hospital,22415
Rural Health Unit,9242
Private Practice,96304
Private Practice,71397
Clinic B,24107
Clinic B,9388
Private Practice,88134
Private Practice,69183
University Hospital,1957
Rural Health Unit,96562
Clinic B,27862
Emergency Center,47531
Clinic A,20192
Rural Health Unit,31787
Main Hospital,47103
Clinic A,65159
Clinic A,20622
Clinic B,32225
Main Hospital,43127
Private Practice,35488
Emergency Center,40556
University Hospital,66288
Emergency Center,27326
Clinic B,37955
Private Practice,57411
University Hospital,59581
Emergency Center,22388
Clinic A,18623
Clinic B,88365
Main Hospital,68108
Clinic A,30493
Main Hospital,41960
University Hospital,22965
Main Hospital,70000
Clinic A,9603
Main Hospital,65592
Clinic B,13168
Clinic B,44687
Clinic A,37386
Private Practice,66764
Emergency Center,14901
Private Practice,50141
Main Hospital,69294
Clinic A,71471
Main Hospital,5990
Clinic A,24216
Main Hospital,67000
Emergency Center,2740
Clinic A,77162
Clinic B,99710
Emergency Center,79831
Clinic B,87375
Rural Health Unit,9245
Rural Health Unit,96169
Emergency Center,68446
Clinic B,51536
Emergency Center,48481
Private Practice,29155
Rural Health Unit,53499
Main Hospital,96417
Clinic B,7326
Main Hospital,91430
Rural Health Unit,95242
Rural Health Unit,47996
Clinic A,50344
Main Hospital,54996
Clinic B,5109
Rural Health Unit,25134
Emergency Center,53645
Main Hospital,45801
University Hospital,67274
Emergency Center,99614
Clinic A,36734
Clinic A,16236
Rural Health Unit,28470
Clinic B,45179
Rural Health Unit,56708
Emergency Center,96905
Rural Health Unit,78887
Main Hospital,99968
Main Hospital,69550
Rural Health Unit,10423
Private Practice,92978
Clinic A,92616
Emergency Center,35659
Rural Health Unit,11525
Emergency Center,98598
Clinic A,44282
Private Practice,10531
Main Hospital,48234
Clinic A,8157
Emergency Center,31556
Private Practice,40719
Rural Health Unit,57677
Main Hospital,30487
University Hospital,40617
Private Practice,97957
Clinic A,54865
Emergency Center,390
Emergency Center,2515
Private Practice,52948
Clinic B,95186
Clinic B,92140
Clinic A,45138
Private Practice,95298
Private Practice,14891
Main Hospital,91819
Private Practice,92912
University Hospital,20009
University Hospital,61015
Main Hospital,49268
Clinic B,66237
Emergency Center,83043
Private Practice,51704
Clinic B,34781
Clinic A,87428
Clinic B,62985
Main Hospital,87181
Rural Health Unit,86368
Private Practice,23469
Clinic A,70695
Main Hospital,22900
Clinic A,70121
Private Practice,53341
Emergency Center,45369
Clinic B,82395
Main Hospital,95929
Clinic A,6955
Rural Health Unit,80489
Clinic B,40401
University Hospital,20208
Main Hospital,41571
Emergency Center,60702
Rural Health Unit,97873
Clinic A,58044
Main Hospital,90000
Main Hospital,16697
University Hospital,54511
Rural Health Unit,67235
Private Practice,27042
Emergency Center,99214
Private Practice,81936
University Hospital,45572
Clinic A,75191
Clinic B,38143
Rural Health Unit,99502
Main Hospital,36719
Clinic A,32200
Clinic A,23811
Emergency Center,46393
Main Hospital,50817
Private Practice,59247
University Hospital,95076
Clinic B,37609
Rural Health Unit,83338
Private Practice,87033
Main Hospital,30948
Main Hospital,97469
Clinic B,27005
Private Practice,65720
Clinic A,15661
Private Practice,59934
University Hospital,45029
Rural Health Unit,30219
Main Hospital,15350
Clinic A,95054
Emergency Center,67311
Clinic A,72717
Clinic B,24568
University Hospital,79421
Rural Health Unit,57522
Private Practice,96651
Rural Health Unit,85020
Clinic B,73819
Rural Health Unit,18814
Emergency Center,61812
Private Practice,16754
Clinic A,30806
Main Hospital,55662
Private Practice,37487
Emergency Center,94502
Clinic B,54881
Private Practice,60928
Clinic A,20149
Clinic B,7969
Main Hospital,56028
Emergency Center,54484
Private Practice,93622
Emergency Center,14383
University Hospital,35549
Clinic B,24966
University Hospital,84174
Private Practice,15152
Emergency Center,55252
Clinic A,46071
University Hospital,95909
Clinic A,39502
University Hospital,88486
Clinic B,45566
Clinic B,65310
Private Practice,29277
Emergency Center,36814
Clinic B,32054
Rural Health Unit,29592
Rural Health Unit,61595
University Hospital,4982
Rural Health Unit,74051
University Hospital,50864
Clinic A,78363
Main Hospital,66248
University Hospital,11133
Clinic A,92555
Emergency Center,31123
Clinic B,14795
Rural Health Unit,12379
Clinic B,56620
University Hospital,22227
Clinic B,7139
Emergency Center,53177
Main Hospital,5136
Rural Health Unit,31456
Private Practice,66332
University Hospital,24629
Emergency Center,62105
Private Practice,29610
Clinic A,65287
Main Hospital,35650
University Hospital,31299
Rural Health Unit,77171
Clinic B,84218
Rural Health Unit,19301
University Hospital,49468
Clinic A,90214
Clinic B,81400
Private Practice,13666
Main Hospital,98812
Private Practice,97763
University Hospital,49623
Rural Health Unit,76057
Emergency Center,88349
Clinic A,59762
University Hospital,57975
Private Practice,90684
Emergency Center,95992
Rural Health Unit,30802
University Hospital,12233
Clinic A,44280
University Hospital,97442
Clinic B,8743
Clinic B,21948
Emergency Center,20503
Private Practice,99168
Clinic B,78440
Main Hospital,85095
Main Hospital,73788
University Hospital,70940
Private Practice,38423
Main Hospital,48976
Main Hospital,18517
Rural Health Unit,1420
Clinic A,18700
Clinic A,88724
Rural Health Unit,35096
Main Hospital,67595
Clinic A,72778
Main Hospital,83098
Emergency Center,33654
Clinic A,32417
Main Hospital,97779
Main Hospital,25742
University Hospital,43617
Private Practice,85389
Rural Health Unit,60428
Emergency Center,88953
Private Practice,40493
Emergency Center,8497
University Hospital,34797
University Hospital,27349
Private Practice,26798
University Hospital,13593
Clinic B,99135
Main Hospital,47496
Clinic B,88623
Clinic A,41658
University Hospital,14565
Private Practice,14174
Main Hospital,99372
Main Hospital,74779
Clinic A,64415
Private Practice,29936
Emergency Center,10789
Rural Health Unit,60346
Main Hospital,90709
Emergency Center,72169
Rural Health Unit,37412
Private Practice,63990
Main Hospital,93931
Clinic B,59375
University Hospital,44617
Private Practice,36715
Emergency Center,55608
Rural Health Unit,87520
Clinic B,75894
Rural Health Unit,95272
Private Practice,91405
Main Hospital,42237
Rural Health Unit,69
University Hospital,58798
Clinic B,67894
University Hospital,99145
Main Hospital,95438
Private Practice,84065
Main Hospital,46716
Rural Health Unit,33977
Clinic B,17131
Main Hospital,88154
Clinic A,74793
University Hospital,87485
Main Hospital,22378
Main Hospital,30536
Private Practice,49779
Clinic A,76746
University Hospital,11044
Emergency Center,75043
Clinic A,14415
Clinic A,64008
University Hospital,41430
Private Practice,17735
Clinic A,82406
University Hospital,90424
Private Practice,57582
Clinic A,10939
University Hospital,45787
Private Practice,44355
University Hospital,32453
Emergency Center,49202
Private Practice,91335
Main Hospital,19391
Rural Health Unit,85745
Private Practice,34584
University Hospital,15345
Clinic B,35874
Private Practice,96212
Emergency Center,87021
Private Practice,31252
Private Practice,48127
Emergency Center,35755
Main Hospital,52524
Clinic A,11240
Rural Health Unit,99909
Clinic A,75319
University Hospital,7888
Emergency Center,2314
University Hospital,43012
Clinic B,77850
Private Practice,33565
Clinic A,53781
University Hospital,97186
University Hospital,5218
Emergency Center,60848
Clinic B,14938
Clinic B,12910
University Hospital,40771
Clinic B,8008
Rural Health Unit,53909
Clinic B,57729
Emergency Center,75189
Rural Health Unit,3676
Private Practice,40797
Emergency Center,32265
Rural Health Unit,28454
Private Practice,63709
Clinic B,42043
University Hospital,13430
Clinic A,57089
University Hospital,74556
University Hospital,79593
Clinic A,58646
Emergency Center,12922
Rural Health Unit,88016
University Hospital,84363
Private Practice,5647
Clinic B,59397
Clinic B,52901
Emergency Center,44496
Emergency Center,37707
Emergency Center,54389
Main Hospital,25441
Private Practice,56890
Main Hospital,10968
Clinic B,98752
University Hospital,1994
Main Hospital,92947
University Hospital,76272
Clinic A,63636
Clinic B,90696
Main Hospital,94518
Clinic B,23365
Clinic A,29883
Clinic A,46608
Rural Health Unit,8658
Clinic B,89341
Main Hospital,33641
Rural Health Unit,32189
Rural Health Unit,51427
Private Practice,44618
Rural Health Unit,26245
Clinic B,92539
University Hospital,28110
University Hospital,95041
University Hospital,27962
University Hospital,30937
University Hospital,34293
Clinic A,66752
Main Hospital,84267
Main Hospital,68846
Emergency Center,34403
Clinic B,12196
Clinic A,11182
Clinic A,51977
Clinic B,48092
Clinic B,57867
University Hospital,87452
Clinic A,80198
Clinic A,45044
Clinic B,83960
Rural Health Unit,66857
Clinic B,39765
Main Hospital,15593
University Hospital,51810
Emergency Center,98767
University Hospital,30152
Clinic A,10916
Private Practice,9134
Main Hospital,37213
Private Practice,68319
Clinic B,46909
Rural Health Unit,85684
Emergency Center,9055
Clinic A,52934
Emergency Center,58768
Rural Health Unit,63928
Private Practice,87258
Private Practice,47742
University Hospital,26022
Rural Health Unit,55861
Main Hospital,82553
University Hospital,43316
Private Practice,29766
Clinic B,20202
Main Hospital,27335
Private Practice,75789
Rural Health Unit,73275
University Hospital,12839
Emergency Center,37368
Main Hospital,55738
Rural Health Unit,85538
Main Hospital,3836
Rural Health Unit,58005
Clinic B,10920
Clinic B,97145
Rural Health Unit,82966
Emergency Center,89113
Emergency Center,10161
Rural Health Unit,26152
Main Hospital,36956
Rural Health Unit,30114
Rural Health Unit,13431
Clinic A,18164
Private Practice,56809
Private Practice,45027
Rural Health Unit,8921
University Hospital,77025
Main Hospital,56397
Private Practice,95957
Rural Health Unit,21696
Private Practice,87418
Emergency Center,10704
Main Hospital,41066
Clinic B,16968
University Hospital,90894
Main Hospital,98228
Clinic B,58800
University Hospital,40578
University Hospital,41733
Clinic A,196
Clinic B,91853
University Hospital,90739
Private Practice,76306
Clinic A,2668
Clinic A,18142
Main Hospital,17285
Private Practice,88935
Private Practice,59728
Emergency Center,83624
Emergency Center,89582
Rural Health Unit,61943
University Hospital,82033
University Hospital,23721
University Hospital,70323
Main Hospital,18826
Clinic A,28085
Emergency Center,77970
Clinic B,25107
Rural Health Unit,76507
Emergency Center,14539
Clinic A,45185
Clinic A,93640
Clinic B,21666
Main Hospital,67516
Emergency Center,35235
University Hospital,52449
Private Practice,31872
Main Hospital,46626
University Hospital,96328
Emergency Center,27770
Clinic B,77610
Main Hospital,89003
Emergency Center,68746
University Hospital,36682
Emergency Center,42955
Rural Health Unit,10337
Private Practice,43268
Clinic A,48283
Rural Health Unit,79279
Clinic A,91880
Emergency Center,98468
University Hospital,29406
Clinic A,92649
Emergency Center,66788
Emergency Center,32674
Private Practice,3779
University Hospital,74075
Clinic A,17455
University Hospital,30839
University Hospital,82454
Private Practice,25758
University Hospital,98901
Clinic A,70490
Clinic A,15728
Main Hospital,22975
Clinic B,97896
Rural Health Unit,17199
Emergency Center,20739
Clinic B,19292
Private Practice,30652
University Hospital,57563
Main Hospital,53397
Main Hospital,99556
Private Practice,82012
Emergency Center,20747
Emergency Center,2548
Clinic B,11192
Clinic B,15324
Clinic A,32786
Clinic B,7412
Clinic B,62225
University Hospital,37171
Private Practice,78604
Main Hospital,60255
Rural Health Unit,58897
Clinic B,28665
Clinic A,17158
Clinic B,64716
University Hospital,21149
Rural Health Unit,22673
Rural Health Unit,13391
Emergency Center,37766
University Hospital,33310
Clinic A,5653
Emergency Center,15427
Main Hospital,61143
Rural Health Unit,6580
Clinic A,54508
Clinic A,78048
Private Practice,81742
Clinic B,67218
Clinic A,98801
Rural Health Unit,60528
Private Practice,62107
Rural Health Unit,22898
Main Hospital,62247
Main Hospital,81945
Private Practice,43291
Main Hospital,57898
Clinic A,53361
University Hospital,81463
Clinic A,22259
Rural Health Unit,28508
Rural Health Unit,80143
Rural Health Unit,9298
Clinic B,93470
Main Hospital,8393
Clinic B,54463
Private Practice,62203
Rural Health Unit,79460
Main Hospital,70925
Clinic B,99024
Emergency Center,44006
Emergency Center,41946
Main Hospital,55817
Clinic B,75283
Clinic A,62229
Private Practice,38453
University Hospital,52012
Clinic A,25010
Clinic A,21840
University Hospital,47694
University Hospital,21214
Rural Health Unit,59060
Clinic B,31216
University Hospital,89945
Emergency Center,43115
University Hospital,11652
Private Practice,75754
Clinic A,56313
Private Practice,4582
Private Practice,97977
Private Practice,67034
Main Hospital,18827
Emergency Center,79811
University Hospital,17447
Private Practice,42951
University Hospital,60817
Main Hospital,98608
Clinic B,89411
Clinic A,38799
Main Hospital,59738
Clinic B,29180
Clinic A,13507
Rural Health Unit,59314
Private Practice,53523
University Hospital,59491
Clinic B,68911
Main Hospital,46635
Emergency Center,74282
Private Practice,47884
Main Hospital,63964
Main Hospital,34051
Emergency Center,66110
Private Practice,56299
Clinic B,806
Private Practice,10598
Rural Health Unit,45488
Private Practice,18637
Clinic B,11600
Rural Health Unit,18817
Main Hospital,1207
Main Hospital,99449
Clinic B,87414
Rural Health Unit,39867
Private Practice,17007
Emergency Center,60299
Clinic A,16711
Emergency Center,97850
University Hospital,33634
Private Practice,42824
Main Hospital,76653
Clinic B,28361
Emergency Center,76999
Rural Health Unit,2586
University Hospital,38237
University Hospital,46077
Main Hospital,90849
Clinic A,64783
Clinic A,57832
University Hospital,50512
Emergency Center,79833
University Hospital,41696
Private Practice,77278
Main Hospital,64274
Main Hospital,63323
Clinic A,41979
University Hospital,82502
Clinic B,74708
Clinic B,69143
Emergency Center,93159
Emergency Center,41057
Private Practice,47685
Clinic A,68313
Main Hospital,69174
Clinic B,77684
Private Practice,28023
Clinic B,7898
Clinic B,54717
Private Practice,72316
Clinic B,58655
Clinic A,13810
University Hospital,59200
Clinic B,26584
Rural Health Unit,10700
Main Hospital,51786
Private Practice,59623
Clinic B,2620
Emergency Center,13972
Rural Health Unit,76044
Main Hospital,44829
University Hospital,85165
Clinic B,71870
Clinic A,72457
Clinic A,69727
Clinic B,70214
Emergency Center,89905
Private Practice,16580
Clinic A,33349
Main Hospital,57678
Private Practice,1950
Emergency Center,89508
University Hospital,30024
Private Practice,16456
University Hospital,85210
Rural Health Unit,44124
Private Practice,51844
Private Practice,28799
Clinic A,43904
Emergency Center,20992
Clinic A,86734
University Hospital,62727
Clinic A,7121
Emergency Center,49490
Clinic B,95779
University Hospital,42085
Clinic B,41313
Emergency Center,64435
University Hospital,71254
Clinic A,31963
Clinic A,95895
Private Practice,99113
Clinic A,34164
University Hospital,52001
University Hospital,94233
Private Practice,13285
Rural Health Unit,39580
Clinic A,92399
Rural Health Unit,52574
Clinic A,87817
Clinic B,33848
Private Practice,66748
Private Practice,84228
University Hospital,20913
Clinic A,51221
Emergency Center,68704
Rural Health Unit,8298
Clinic A,86922
Private Practice,66105
University Hospital,74906
Clinic A,8465
Clinic B,41730
Main Hospital,10472
University Hospital,21997
University Hospital,85163
Private Practice,36187
Main Hospital,23518
Clinic A,82141
Clinic B,13135
Rural Health Unit,6918
Clinic A,58845
Private Practice,19622
Main Hospital,36687
Rural Health Unit,10314
Clinic B,23032
Emergency Center,26770
Emergency Center,43788
Clinic B,69954
Emergency Center,81342
Private Practice,96790
Rural Health Unit,79938
Private Practice,55406
Private Practice,69037
Clinic B,28229
Clinic A,73812
Rural Health Unit,96963
Clinic A,24808
Main Hospital,28651
Clinic A,37342
Clinic A,39646
Main Hospital,98743
Rural Health Unit,18420
University Hospital,30265
University Hospital,58455
Clinic B,22863
University Hospital,28537
University Hospital,17018
University Hospital,30719
Clinic A,923
University Hospital,38889
Clinic A,25729
Clinic A,71569
Private Practice,2526
Main Hospital,98245
Clinic B,8187
Main Hospital,11433
Private Practice,52165
Rural Health Unit,21513
Emergency Center,93563
Clinic A,5081
University Hospital,19388
Rural Health Unit,68004
University Hospital,26666
Emergency Center,18174
Private Practice,34462
Private Practice,83909
Clinic B,12283
Clinic A,31435
Rural Health Unit,18918
Emergency Center,99953
Emergency Center,61344
Emergency Center,83066
Clinic A,22300
Clinic A,8305
Clinic A,27734
Clinic A,15580
Main Hospital,3227
Emergency Center,84307
Rural Health Unit,16484
Main Hospital,57673
Clinic B,21679
Emergency Center,25168
Clinic A,62956
Private Practice,18270
Private Practice,10837
Clinic A,26434
Rural Health Unit,29458
Clinic A,19822
Main Hospital,38678
Clinic A,5779
Emergency Center,47228
Rural Health Unit,16440
University Hospital,80249
Emergency Center,28015
Private Practice,44074
Clinic B,83687
Rural Health Unit,77863
Emergency Center,42636
Clinic A,56985
Emergency Center,77281
Emergency Center,90105
Rural Health Unit,28890
Main Hospital,95188
University Hospital,80826
Private Practice,71606
Rural Health Unit,6167
Emergency Center,10961
Private Practice,35044
Clinic B,92181
Emergency Center,73560
University Hospital,83357
Private Practice,64383
University Hospital,97483
University Hospital,48081
University Hospital,37938
University Hospital,18742
Private Practice,14600
Private Practice,6639
Rural Health Unit,84265
Main Hospital,9418
University Hospital,43723
Main Hospital,67473
Emergency Center,51661
Emergency Center,70173
Rural Health Unit,15996
Main Hospital,68126
Clinic A,26136
University Hospital,31334
University Hospital,72042
Emergency Center,94523
Private Practice,95652
Main Hospital,93112
University Hospital,33975
Emergency Center,8648
University Hospital,9396
Rural Health Unit,24790
Private Practice,45498
Main Hospital,15684
Clinic A,7407
Clinic B,81137
Emergency Center,83735
Emergency Center,86204
Clinic B,48684
Rural Health Unit,54457
Rural Health Unit,23692
Clinic B,79660
Emergency Center,51451
Clinic A,65164
Emergency Center,42695
Clinic B,66528
University Hospital,76694
Main Hospital,25739
Private Practice,42553
University Hospital,10625
Clinic A,11772
Emergency Center,18667
Rural Health Unit,77294
Private Practice,29566
Emergency Center,59817
Main Hospital,32071
Private Practice,61040
University Hospital,72818
Main Hospital,47839
Clinic A,72629
Rural Health Unit,68937
University Hospital,83551
Private Practice,261
University Hospital,30682
Clinic A,95821
Emergency Center,74646
Emergency Center,95991
Clinic B,30185
Emergency Center,47349
Main Hospital,75197
Clinic A,84169
Emergency Center,86072
University Hospital,92564
Private Practice,17184
Clinic A,39439
Emergency Center,61993
Main Hospital,46512
Clinic B,25837
Clinic B,51823
Private Practice,47886
Private Practice,72463
Private Practice,61403
Rural Health Unit,90157
Clinic A,61777
Private Practice,64240
Private Practice,74589
Main Hospital,84980
Main Hospital,67059
Main Hospital,21652
Private Practice,19381
Emergency Center,3452
Private Practice,45631
Clinic B,93904
Main Hospital,85808
University Hospital,7783
Private Practice,25753
Emergency Center,47998
Private Practice,54334
Rural Health Unit,7847
University Hospital,86452
University Hospital,61214
Clinic A,60372
Emergency Center,97399
University Hospital,59182
Emergency Center,26616
Main Hospital,25388
Rural Health Unit,40949
Clinic A,18488
Clinic B,91266
University Hospital,80673
Rural Health Unit,37049
Private Practice,11087
Rural Health Unit,11297
Clinic A,33120
Clinic A,6358
Rural Health Unit,50275
Clinic A,7310
Clinic A,29776
Rural Health Unit,13474
Private Practice,98785
Main Hospital,29425
Emergency Center,67405
Clinic B,18286
Clinic B,57884
Private Practice,94460
Rural Health Unit,55724
Emergency Center,94223
Clinic B,79449
Private Practice,4667
Clinic A,50114
Main Hospital,9523
Clinic A,68113
Clinic A,23713
Main Hospital,5646
University Hospital,82858
Rural Health Unit,75959
Clinic B,144
Main Hospital,83327
Emergency Center,68993
Emergency Center,25427
Rural Health Unit,28889
Emergency Center,73971
University Hospital,91247
Rural Health Unit,18337
Main Hospital,22649
University Hospital,99985
Emergency Center,19099
Clinic A,69999
Clinic A,76095
University Hospital,12495
Private Practice,22536
Emergency Center,37195
Emergency Center,92760
Emergency Center,52420
Emergency Center,31303
Main Hospital,59929
University Hospital,87879
University Hospital,12400
Main Hospital,86476
Clinic A,39887
University Hospital,92467
Clinic B,70538
University Hospital,66606
Private Practice,81819
University Hospital,19466
Rural Health Unit,30213
Rural Health Unit,80523
Clinic A,3537
Main Hospital,22008
Clinic A,36244
Clinic A,24301
Main Hospital,6229
Private Practice,90823
Clinic B,33604
Main Hospital,50720
Clinic A,80835
Rural Health Unit,94604
Main Hospital,39993
Private Practice,9453
University Hospital,17514
Rural Health Unit,93586
University Hospital,37561
Clinic B,53353
Clinic B,1400
Main Hospital,68315
Main Hospital,36163
Main Hospital,25458
Emergency Center,3357
Clinic A,55192
Clinic A,18154
Private Practice,64432
Clinic B,70785
University Hospital,47896
Private Practice,54472
Private Practice,7493
Private Practice,52318
University Hospital,41381
University Hospital,11170
Rural Health Unit,7350
University Hospital,21064
Clinic A,80551
Emergency Center,63206
Private Practice,11366
University Hospital,50937
Clinic B,91871
Main Hospital,35159
Main Hospital,43134
Rural Health Unit,50186
Clinic B,3599
Clinic B,81625
Clinic B,59306
Emergency Center,93406
Rural Health Unit,80505
Main Hospital,62287
Rural Health Unit,71577
Emergency Center,90256
Rural Health Unit,45516
University Hospital,83002
Main Hospital,45058
Clinic B,21120
Emergency Center,93220
Clinic A,68606
Main Hospital,69889
Private Practice,5106
Rural Health Unit,11408
Clinic B,7661
Clinic B,56793
University Hospital,66103
Emergency Center,49713
University Hospital,22848
Clinic A,56430
Private Practice,48557
Clinic A,20667
University Hospital,33493
Main Hospital,89893
Main Hospital,45515
University Hospital,61530
Private Practice,23900
Private Practice,94509
University Hospital,35669
Main Hospital,167
Emergency Center,65480
Private Practice,3607
Private Practice,16302
University Hospital,91287
Rural Health Unit,296
Private Practice,89630
Clinic B,5049
Emergency Center,92943
University Hospital,34109
Rural Health Unit,826
Clinic B,97079
Clinic B,14798
University Hospital,52223
University Hospital,1296
University Hospital,25469
Clinic B,60232
Clinic A,95603
University Hospital,35466
University Hospital,78771
Emergency Center,73576
University Hospital,72071
Private Practice,35993
Private Practice,16365
Emergency Center,93248
Emergency Center,3588
Rural Health Unit,90888
Clinic A,36365
University Hospital,44231
Clinic A,92845
Private Practice,10101
Clinic B,67281
Clinic A,94172
Main Hospital,90564
Main Hospital,76080
Main Hospital,85739
Emergency Center,75509
Private Practice,95485
Rural Health Unit,94892
Main Hospital,65214
Private Practice,12782
Rural Health Unit,11358
Clinic A,8714
Rural Health Unit,67651
University Hospital,77086
Emergency Center,60465
Emergency Center,61476
Main Hospital,63456
Clinic B,59866
Clinic B,48902
University Hospital,29594
Rural Health Unit,47007
Private Practice,48890
Clinic A,68810
Main Hospital,87084
Private Practice,98159
Clinic A,58794
Private Practice,30956
Clinic B,29452
Clinic B,14676
Rural Health Unit,68185
Main Hospital,26415
Clinic B,45214
Clinic B,6181
University Hospital,23698
University Hospital,1792
Clinic B,53622
Rural Health Unit,85289
Main Hospital,3207
Main Hospital,26710
Private Practice,14870
Clinic B,32073
Clinic B,65048
Emergency Center,20692
Private Practice,89002
University Hospital,41463
University Hospital,34186
Main Hospital,97147
Rural Health Unit,77543
Clinic A,30436
Clinic A,64140
Clinic B,91063
Rural Health Unit,21545
Clinic B,56311
Private Practice,88763
Emergency Center,47350
Emergency Center,46423
Rural Health Unit,29321
Main Hospital,53428
Private Practice,43988
Clinic A,13843
Emergency Center,9725
Clinic A,34766
Private Practice,49412
Emergency Center,97107
Rural Health Unit,95174
University Hospital,66322
Clinic B,32544
Emergency Center,49957
Rural Health Unit,47968
Rural Health Unit,68984
Emergency Center,17833
Private Practice,64886
Main Hospital,30986
Rural Health Unit,59760
University Hospital,46074
Clinic B,60056
University Hospital,190
Private Practice,29679
Private Practice,81549
Clinic B,43929
University Hospital,78319
University Hospital,56153
Main Hospital,91449
Clinic A,46833
University Hospital,14316
Private Practice,24566
Clinic B,85730
Rural Health Unit,93748
Rural Health Unit,41337
Clinic B,61125
Main Hospital,69928
Clinic A,15718
Clinic B,71775
Rural Health Unit,73190
Main Hospital,39113
Clinic B,25179
Emergency Center,42781
Private Practice,37786
University Hospital,45086
Rural Health Unit,72453
Clinic A,68923
University Hospital,83160
University Hospital,31495
Emergency Center,20262
Clinic A,82320
University Hospital,40156
Main Hospital,40619
Rural Health Unit,24926
Rural Health Unit,24401
Rural Health Unit,94165
Clinic B,95256
Private Practice,65466
Rural Health Unit,59360
Clinic B,86612
Private Practice,78303
Main Hospital,79477
Clinic B,30174
Emergency Center,32524
Main Hospital,67796
Emergency Center,74849
Clinic A,21285
Clinic B,7935
Emergency Center,45300
Rural Health Unit,39435
Clinic B,62583
Clinic A,65702
University Hospital,80992
Clinic B,47070
Clinic A,58084
Main Hospital,22925
Clinic B,25940
Rural Health Unit,7933
Main Hospital,2907
Rural Health Unit,51002
Clinic A,71308
Main Hospital,37622
Emergency Center,19471
University Hospital,94849
Main Hospital,9187
Rural Health Unit,84326
Emergency Center,77914
University Hospital,25651
Clinic A,92322
Clinic A,80613
Clinic B,86361
Emergency Center,32689
Private Practice,69617
Rural Health Unit,25612
University Hospital,72438
Clinic B,86061
Rural Health Unit,37508
Clinic B,7330
Clinic A,63033
Rural Health Unit,46936
Rural Health Unit,99572
Main Hospital,34370
Rural Health Unit,73850
University Hospital,73101
Private Practice,12195
Clinic A,16451
Clinic A,92560
Private Practice,2044
Main Hospital,67859
Emergency Center,52150
Emergency Center,71032
Private Practice,2888
Rural Health Unit,58675
University Hospital,42015
Main Hospital,70118
Main Hospital,19130
Clinic B,91689
Main Hospital,44555
Private Practice,70135
Rural Health Unit,33080
University Hospital,49891
Rural Health Unit,99714
Main Hospital,87951
Clinic B,83132
Emergency Center,8614
Main Hospital,68048
Main Hospital,95744
University Hospital,24113
Rural Health Unit,93194
Private Practice,72058
Private Practice,5266
Clinic B,65243
Main Hospital,33478
University Hospital,26705
Rural Health Unit,6762
Clinic B,17776
Private Practice,27816
Clinic A,19157
Clinic B,354
Clinic A,87498
Clinic A,5823
Clinic B,61833
Clinic B,44653
University Hospital,28212
Clinic B,3845
Rural Health Unit,40263
Emergency Center,78519
Private Practice,36718
Main Hospital,20479
Clinic B,43869
Clinic A,91802
Clinic A,39116
Clinic B,35374
Main Hospital,83468
Main Hospital,53666
University Hospital,80008
University Hospital,73531
University Hospital,4557
Main Hospital,38941
Clinic A,37406
University Hospital,22660
Clinic B,88466
University Hospital,35024
Clinic B,46379
Clinic B,36906
Clinic A,36494
Private Practice,49861
Rural Health Unit,73887
Clinic B,7439
University Hospital,58339
Clinic A,3706
Clinic A,83514
Main Hospital,79104
Clinic B,50549
University Hospital,93379
Clinic B,46660
University Hospital,33498
Emergency Center,76574
Main Hospital,18587
Clinic A,37184
Main Hospital,2139
Emergency Center,65825
Private Practice,52471
Main Hospital,46324
Main Hospital,28394
Emergency Center,43503
Main Hospital,14714
Main Hospital,95427
Emergency Center,18993
Emergency Center,75324
Clinic A,79637
Private Practice,49686
University Hospital,26820
University Hospital,26184
Private Practice,75962
Rural Health Unit,8283
Private Practice,23296
Private Practice,71442
Emergency Center,82190
University Hospital,14058
Clinic B,40672
Clinic B,79252
Clinic B,29752
Rural Health Unit,38199
Clinic A,36074
Private Practice,55792
Rural Health Unit,30876
Private Practice,58078
Rural Health Unit,70161
University Hospital,73214
Main Hospital,44612
Rural Health Unit,5493
Rural Health Unit,89488
Emergency Center,12821
University Hospital,51973
Clinic A,15458
Main Hospital,25009
Rural Health Unit,97688
Rural Health Unit,97407
Private Practice,60903
Emergency Center,31423
Main Hospital,35145
Emergency Center,53207
Clinic B,51036
Private Practice,30161
Private Practice,46514
Private Practice,87000
Rural Health Unit,76349
Emergency Center,83983
Emergency Center,16375
Clinic A,76985
Clinic A,61698
Clinic A,58613
Rural Health Unit,49415
University Hospital,86845
Clinic B,66457
Clinic B,79672
Emergency Center,40082
Clinic A,97475
Private Practice,60124
Private Practice,21375
Clinic B,28704
Rural Health Unit,82527
Rural Health Unit,34597
Clinic B,30535
Emergency Center,81863
Emergency Center,78678
Main Hospital,37155
Main Hospital,42126
Emergency Center,14501
Main Hospital,47980
Clinic B,97828
Emergency Center,96305
Emergency Center,78041
Rural Health Unit,90534
Clinic A,49340
Clinic B,27865
Rural Health Unit,50591
Clinic B,33796
University Hospital,72309
University Hospital,51153
Clinic A,1369
University Hospital,22620
Main Hospital,77104
Emergency Center,79144
Rural Health Unit,22758
Private Practice,43071
Rural Health Unit,89072
Main Hospital,67364
Clinic B,81331
University Hospital,34458
Private Practice,9825
Main Hospital,50218
Rural Health Unit,45020
Clinic B,11548
University Hospital,36759
Emergency Center,42110
Emergency Center,87759
University Hospital,38474
Emergency Center,17464
