equipment_name,department_id
Infusion Pump,75533
ECG Monitor,51419
Anesthesia Machine,1093
X-Ray Machine,71028
CT Scanner,588
X-Ray Machine,40923
Ultrasound,19285
MRI Scanner,64107
Surgical Light,8758
ECG Monitor,81200
MRI Scanner,53187
Infusion Pump,85227
Infusion Pump,53182
Infusion Pump,22388
Dialysis Machine,7261
MRI Scanner,38319
Surgical Light,75086
Infusion Pump,31183
Ultrasound,92696
Ultrasound,11524
Surgical Light,20123
Anesthesia Machine,9892
Infusion Pump,92234
Infusion Pump,913
Defibrillator,14006
Infusion Pump,63358
CT Scanner,45927
Surgical Light,15618
Surgical Light,94485
MRI Scanner,92409
Ultrasound,35212
Dialysis Machine,76741
ECG Monitor,13518
Surgical Light,42298
Anesthesia Machine,79214
Dialysis Machine,21610
Ultrasound,39676
MRI Scanner,73569
X-Ray Machine,20768
X-Ray Machine,10450
MRI Scanner,9186
Anesthesia Machine,61581
Ventilator,92835
MRI Scanner,33801
X-Ray Machine,25893
MRI Scanner,68012
Anesthesia Machine,47435
Surgical Light,98655
Surgical Light,84880
ECG Monitor,6144
Ventilator,2459
CT Scanner,76176
MRI Scanner,94502
CT Scanner,78827
Defibrillator,63298
X-Ray Machine,37746
X-Ray Machine,90947
Anesthesia Machine,77843
ECG Monitor,78590
Surgical Light,11079
Anesthesia Machine,43527
Patient Monitor,93158
Patient Monitor,8628
Surgical Light,1670
Surgical Light,16498
Dialysis Machine,80061
X-Ray Machine,40130
Infusion Pump,83541
Patient Monitor,89704
Surgical Light,10802
Ventilator,22126
MRI Scanner,97223
CT Scanner,30969
ECG Monitor,94332
Ventilator,2083
Ventilator,7287
Defibrillator,8854
CT Scanner,65960
Defibrillator,42583
Dialysis Machine,93637
CT Scanner,16376
ECG Monitor,18823
Infusion Pump,35080
X-Ray Machine,40078
CT Scanner,36330
Patient Monitor,88063
ECG Monitor,45450
Ventilator,43827
Dialysis Machine,66970
Defibrillator,63098
Dialysis Machine,82453
Ultrasound,55456
Patient Monitor,38419
Ultrasound,74718
Surgical Light,60114
MRI Scanner,45461
CT Scanner,6317
Surgical Light,12561
Patient Monitor,47924
Anesthesia Machine,7096
Dialysis Machine,6858
CT Scanner,90056
Infusion Pump,9333
Patient Monitor,48671
Patient Monitor,30483
Surgical Light,67747
Patient Monitor,96044
ECG Monitor,97376
Defibrillator,8962
Surgical Light,90702
Ventilator,15895
ECG Monitor,67493
Dialysis Machine,2287
Surgical Light,17580
Surgical Light,93863
Ventilator,1213
X-Ray Machine,40981
Surgical Light,79575
Surgical Light,46989
Infusion Pump,10137
Dialysis Machine,90797
Patient Monitor,97669
Anesthesia Machine,37293
Infusion Pump,28383
Infusion Pump,68740
X-Ray Machine,27148
Surgical Light,86041
Ultrasound,68551
Patient Monitor,92762
ECG Monitor,89791
Ultrasound,45943
MRI Scanner,52462
CT Scanner,49832
MRI Scanner,1576
Infusion Pump,20524
Anesthesia Machine,87656
CT Scanner,25317
Patient Monitor,37056
Ultrasound,95309
Surgical Light,52473
Defibrillator,78435
Defibrillator,84088
MRI Scanner,71909
Ventilator,34106
Ventilator,4629
Dialysis Machine,94793
Anesthesia Machine,73555
Ultrasound,55703
MRI Scanner,46018
Anesthesia Machine,39802
Ultrasound,82027
Patient Monitor,2130
ECG Monitor,45364
ECG Monitor,28039
CT Scanner,2415
ECG Monitor,90113
ECG Monitor,21087
Dialysis Machine,71762
Dialysis Machine,34422
Ventilator,44173
MRI Scanner,77313
CT Scanner,87268
Anesthesia Machine,74452
Ventilator,31051
Ventilator,40613
Defibrillator,1728
Patient Monitor,28804
Surgical Light,38148
Surgical Light,40267
MRI Scanner,90654
X-Ray Machine,74238
Ultrasound,98906
Ventilator,65081
Ventilator,79381
Anesthesia Machine,20342
Infusion Pump,7298
Infusion Pump,4896
MRI Scanner,48795
Anesthesia Machine,24176
X-Ray Machine,67981
Infusion Pump,67709
X-Ray Machine,54108
Anesthesia Machine,71075
Infusion Pump,16657
Dialysis Machine,36098
Ventilator,72990
Infusion Pump,42779
Defibrillator,42330
Patient Monitor,20354
MRI Scanner,34016
Dialysis Machine,71331
ECG Monitor,60488
Surgical Light,48102
Patient Monitor,69863
Anesthesia Machine,49892
Ventilator,15928
Dialysis Machine,53577
Dialysis Machine,34562
MRI Scanner,97564
Ultrasound,80692
Surgical Light,88675
Anesthesia Machine,63727
Ventilator,27711
Ventilator,25952
CT Scanner,73710
X-Ray Machine,11262
ECG Monitor,15183
MRI Scanner,40595
Ventilator,97627
Defibrillator,59406
Anesthesia Machine,69018
Dialysis Machine,13705
X-Ray Machine,35620
Surgical Light,61917
Surgical Light,59636
Defibrillator,58947
X-Ray Machine,76103
Surgical Light,79202
CT Scanner,29983
ECG Monitor,24356
Patient Monitor,50503
Ventilator,99493
Patient Monitor,92120
MRI Scanner,51980
ECG Monitor,3507
Defibrillator,43553
CT Scanner,21724
Infusion Pump,37830
Ultrasound,68295
Ventilator,73587
Infusion Pump,35602
ECG Monitor,61249
Ultrasound,13962
Dialysis Machine,61411
ECG Monitor,29087
X-Ray Machine,78055
CT Scanner,69180
Ventilator,13974
MRI Scanner,36442
Ultrasound,46749
CT Scanner,36610
Infusion Pump,86766
Dialysis Machine,95736
MRI Scanner,74389
Infusion Pump,3475
Dialysis Machine,91059
X-Ray Machine,82117
Ultrasound,50582
Ventilator,59816
Infusion Pump,74439
Patient Monitor,35788
Dialysis Machine,19953
ECG Monitor,49298
Ventilator,62804
X-Ray Machine,12122
CT Scanner,75563
Dialysis Machine,51185
Anesthesia Machine,47879
X-Ray Machine,30014
Ultrasound,93991
Patient Monitor,76997
MRI Scanner,98319
Infusion Pump,27345
Defibrillator,58701
Patient Monitor,82364
Dialysis Machine,30248
CT Scanner,17343
MRI Scanner,51789
ECG Monitor,42225
MRI Scanner,43157
Anesthesia Machine,7024
Surgical Light,14560
CT Scanner,9673
Ventilator,25234
Infusion Pump,81721
MRI Scanner,30276
CT Scanner,72881
Dialysis Machine,25325
Anesthesia Machine,75099
Patient Monitor,89993
ECG Monitor,25774
MRI Scanner,87203
Surgical Light,88639
ECG Monitor,47553
Anesthesia Machine,18153
Ultrasound,71689
Ventilator,27960
Ultrasound,37673
Ultrasound,83633
ECG Monitor,54193
ECG Monitor,57194
Dialysis Machine,24808
Ventilator,54241
Infusion Pump,31957
Anesthesia Machine,87349
CT Scanner,86322
ECG Monitor,69947
X-Ray Machine,13329
X-Ray Machine,76437
ECG Monitor,42058
CT Scanner,80596
MRI Scanner,89626
Surgical Light,97909
Dialysis Machine,14806
Dialysis Machine,29171
CT Scanner,3186
Ultrasound,73653
Dialysis Machine,41584
Ventilator,90996
Dialysis Machine,63108
Ventilator,22509
ECG Monitor,19915
X-Ray Machine,61336
Patient Monitor,94958
ECG Monitor,28359
Surgical Light,38922
Ultrasound,41874
X-Ray Machine,64186
CT Scanner,74874
ECG Monitor,75873
Surgical Light,84344
Ventilator,35315
Dialysis Machine,28628
Infusion Pump,51504
MRI Scanner,47810
X-Ray Machine,26907
MRI Scanner,71177
Infusion Pump,4203
Anesthesia Machine,82349
MRI Scanner,61123
CT Scanner,5153
Defibrillator,10908
MRI Scanner,55936
CT Scanner,19575
Defibrillator,862
Defibrillator,72143
X-Ray Machine,33211
Patient Monitor,20993
Surgical Light,99881
Surgical Light,20579
Anesthesia Machine,11976
Patient Monitor,4241
Patient Monitor,90260
Infusion Pump,16884
Surgical Light,6246
Ventilator,59217
ECG Monitor,5018
Ventilator,92456
Ultrasound,83852
Patient Monitor,26831
Anesthesia Machine,75120
Dialysis Machine,14661
CT Scanner,55315
Infusion Pump,61767
Surgical Light,188
X-Ray Machine,8424
CT Scanner,51244
Patient Monitor,4014
Infusion Pump,96256
CT Scanner,43148
Infusion Pump,18704
ECG Monitor,67597
Anesthesia Machine,15599
Anesthesia Machine,85746
Patient Monitor,92416
Infusion Pump,25577
Infusion Pump,43439
Ultrasound,21318
Ultrasound,65957
X-Ray Machine,58334
Surgical Light,97015
ECG Monitor,22853
Ventilator,6124
Defibrillator,20861
X-Ray Machine,57069
Patient Monitor,71211
Anesthesia Machine,5292
Ventilator,69667
Ventilator,33387
Infusion Pump,916
Infusion Pump,56592
MRI Scanner,79842
CT Scanner,90719
Infusion Pump,5923
CT Scanner,58058
Ventilator,79595
Infusion Pump,58879
Infusion Pump,92883
X-Ray Machine,18716
ECG Monitor,89499
Ventilator,72023
Surgical Light,60916
Surgical Light,23794
X-Ray Machine,92971
Dialysis Machine,7967
CT Scanner,60097
Defibrillator,83311
Patient Monitor,94570
CT Scanner,51172
Ventilator,95751
Dialysis Machine,62805
Anesthesia Machine,13779
CT Scanner,27688
ECG Monitor,68032
Dialysis Machine,96191
Infusion Pump,67178
Defibrillator,33843
Surgical Light,91314
Defibrillator,1121
Ultrasound,76989
Surgical Light,85652
Ultrasound,89652
Dialysis Machine,5664
X-Ray Machine,97493
Infusion Pump,45004
Defibrillator,46485
CT Scanner,4062
Ventilator,85492
Ultrasound,43173
Patient Monitor,79425
Surgical Light,41186
Defibrillator,88071
Defibrillator,9442
Surgical Light,28584
Ventilator,27592
Dialysis Machine,12826
Patient Monitor,89926
Ultrasound,84137
X-Ray Machine,28562
Anesthesia Machine,25001
Anesthesia Machine,1789
CT Scanner,77053
Patient Monitor,43650
Patient Monitor,18119
Surgical Light,60109
Infusion Pump,93183
CT Scanner,59046
Surgical Light,7029
Surgical Light,35106
Infusion Pump,55558
Ventilator,31853
Dialysis Machine,91076
CT Scanner,5367
Infusion Pump,9652
X-Ray Machine,47245
ECG Monitor,51331
Defibrillator,73887
CT Scanner,99067
Surgical Light,96330
CT Scanner,19585
Anesthesia Machine,82879
Surgical Light,37130
Defibrillator,32549
Ventilator,42446
Infusion Pump,16524
Anesthesia Machine,56191
Anesthesia Machine,40843
MRI Scanner,63983
CT Scanner,53878
Ultrasound,91000
X-Ray Machine,94486
Surgical Light,24083
Anesthesia Machine,58212
MRI Scanner,52482
X-Ray Machine,4866
Anesthesia Machine,8799
X-Ray Machine,7316
Infusion Pump,40545
Dialysis Machine,78529
ECG Monitor,23897
Defibrillator,89897
Surgical Light,83256
Surgical Light,49535
Infusion Pump,44194
Ultrasound,20921
Ultrasound,30562
Anesthesia Machine,23832
Ventilator,73355
ECG Monitor,21825
Surgical Light,25364
Anesthesia Machine,67967
ECG Monitor,75618
Defibrillator,54520
Patient Monitor,42473
Ventilator,1722
CT Scanner,84768
Surgical Light,91065
MRI Scanner,60428
Surgical Light,91078
Dialysis Machine,70299
Defibrillator,91341
X-Ray Machine,62724
ECG Monitor,56882
MRI Scanner,65552
Ventilator,40149
Dialysis Machine,78477
MRI Scanner,52566
MRI Scanner,57350
Patient Monitor,64578
Dialysis Machine,43868
Ventilator,1386
CT Scanner,52614
ECG Monitor,48192
MRI Scanner,68641
Ultrasound,99844
Defibrillator,47312
Patient Monitor,35396
Surgical Light,75602
Defibrillator,89248
Anesthesia Machine,57670
Ventilator,90720
Patient Monitor,48105
Defibrillator,85047
Defibrillator,7630
Defibrillator,71823
Defibrillator,78263
Dialysis Machine,84949
Ultrasound,7039
Anesthesia Machine,74796
X-Ray Machine,6684
Infusion Pump,47463
X-Ray Machine,6300
Ultrasound,74101
Dialysis Machine,82145
Defibrillator,10735
Ventilator,47772
Defibrillator,84989
X-Ray Machine,78531
ECG Monitor,59153
Anesthesia Machine,88893
X-Ray Machine,21726
X-Ray Machine,37252
MRI Scanner,27680
CT Scanner,89120
Anesthesia Machine,60107
MRI Scanner,55541
X-Ray Machine,90010
Patient Monitor,15101
Infusion Pump,60005
Anesthesia Machine,47601
Defibrillator,51247
X-Ray Machine,35765
CT Scanner,7643
X-Ray Machine,22402
Anesthesia Machine,3513
Defibrillator,27407
Infusion Pump,31914
Patient Monitor,77484
Surgical Light,90632
Defibrillator,90830
Surgical Light,88791
X-Ray Machine,87596
Infusion Pump,10010
Dialysis Machine,15438
Defibrillator,59501
Dialysis Machine,1089
Infusion Pump,54865
Defibrillator,64925
Ventilator,38863
Ultrasound,63474
X-Ray Machine,18468
Defibrillator,33473
Surgical Light,39983
MRI Scanner,76529
Surgical Light,94510
Infusion Pump,23624
Patient Monitor,60032
Ultrasound,6215
Patient Monitor,81460
Dialysis Machine,81221
ECG Monitor,59637
Defibrillator,61687
Dialysis Machine,67203
Surgical Light,9079
Ventilator,80003
MRI Scanner,54519
MRI Scanner,23854
Surgical Light,91526
Infusion Pump,67624
Patient Monitor,36542
Ventilator,62720
CT Scanner,87697
Surgical Light,47204
Infusion Pump,92438
Patient Monitor,43946
CT Scanner,41428
X-Ray Machine,17212
Patient Monitor,88498
Patient Monitor,54244
Dialysis Machine,46156
ECG Monitor,27486
Infusion Pump,24380
Dialysis Machine,6224
CT Scanner,91351
Dialysis Machine,43427
Surgical Light,46352
CT Scanner,10473
Ultrasound,72217
Infusion Pump,9964
Anesthesia Machine,49968
Patient Monitor,80406
Anesthesia Machine,79393
Anesthesia Machine,65732
CT Scanner,4719
Anesthesia Machine,10386
Anesthesia Machine,72808
Dialysis Machine,98911
Surgical Light,2198
ECG Monitor,57210
Surgical Light,98169
MRI Scanner,56030
Ventilator,18877
Dialysis Machine,3808
MRI Scanner,63323
Infusion Pump,57361
Infusion Pump,87272
Dialysis Machine,83588
Infusion Pump,44842
Surgical Light,16916
Patient Monitor,4790
Ventilator,44519
Defibrillator,61579
Ventilator,60592
ECG Monitor,58741
ECG Monitor,33367
X-Ray Machine,44269
MRI Scanner,95216
Patient Monitor,60051
Surgical Light,54469
Patient Monitor,47144
ECG Monitor,37419
Patient Monitor,51245
Surgical Light,38931
ECG Monitor,97796
MRI Scanner,27161
Anesthesia Machine,90411
Infusion Pump,46170
Surgical Light,3802
X-Ray Machine,88786
Surgical Light,77702
MRI Scanner,4164
Anesthesia Machine,72765
ECG Monitor,11159
Patient Monitor,75487
Surgical Light,31630
MRI Scanner,49272
ECG Monitor,46642
Infusion Pump,42004
CT Scanner,88297
X-Ray Machine,25916
Dialysis Machine,16947
CT Scanner,60398
ECG Monitor,79711
ECG Monitor,91335
X-Ray Machine,44646
Surgical Light,48608
ECG Monitor,85005
ECG Monitor,93070
ECG Monitor,67363
MRI Scanner,29393
Patient Monitor,41018
CT Scanner,8087
Surgical Light,41069
X-Ray Machine,93030
Surgical Light,64412
Patient Monitor,7869
X-Ray Machine,87138
Anesthesia Machine,81652
Infusion Pump,67225
Ventilator,24713
X-Ray Machine,12001
ECG Monitor,96571
Patient Monitor,57213
Ultrasound,2890
Infusion Pump,93919
X-Ray Machine,94166
Dialysis Machine,41547
MRI Scanner,3527
Ventilator,11605
CT Scanner,39647
X-Ray Machine,77901
Surgical Light,39662
X-Ray Machine,93067
Infusion Pump,28093
Defibrillator,23055
Defibrillator,11427
Ultrasound,16832
Anesthesia Machine,21682
Infusion Pump,26714
Patient Monitor,12093
Anesthesia Machine,4504
X-Ray Machine,6650
Ultrasound,93245
Surgical Light,54023
Patient Monitor,15337
Ventilator,9188
MRI Scanner,73608
Anesthesia Machine,56497
ECG Monitor,93260
CT Scanner,85877
MRI Scanner,81052
X-Ray Machine,62801
Infusion Pump,14681
Defibrillator,3004
Infusion Pump,77651
ECG Monitor,10041
Infusion Pump,51228
Patient Monitor,59478
Dialysis Machine,85592
Ultrasound,49456
Defibrillator,25669
Anesthesia Machine,12166
Patient Monitor,75147
Defibrillator,7920
Infusion Pump,1791
ECG Monitor,52768
X-Ray Machine,79245
Dialysis Machine,28599
Defibrillator,14168
MRI Scanner,3463
ECG Monitor,85978
Infusion Pump,32721
Defibrillator,4013
Anesthesia Machine,64345
Ventilator,68961
Dialysis Machine,22426
Anesthesia Machine,95972
MRI Scanner,18630
CT Scanner,18530
Dialysis Machine,35959
Anesthesia Machine,81291
Ventilator,3136
Defibrillator,98433
Surgical Light,73504
Anesthesia Machine,25618
ECG Monitor,19053
Ventilator,33829
ECG Monitor,47722
ECG Monitor,35844
CT Scanner,93285
ECG Monitor,64368
Anesthesia Machine,29882
Surgical Light,22106
Defibrillator,15968
Infusion Pump,98211
Anesthesia Machine,48479
Patient Monitor,40842
Ultrasound,54273
Patient Monitor,40228
Anesthesia Machine,9978
Surgical Light,52385
Ultrasound,92966
Dialysis Machine,22996
Ventilator,66395
Anesthesia Machine,11731
Patient Monitor,88690
X-Ray Machine,74265
Ventilator,3756
Dialysis Machine,12152
MRI Scanner,19947
Anesthesia Machine,49336
MRI Scanner,16476
CT Scanner,27218
MRI Scanner,48188
Defibrillator,82703
CT Scanner,25385
Dialysis Machine,79240
CT Scanner,47279
Anesthesia Machine,24769
Infusion Pump,2524
Ventilator,33014
Ultrasound,62109
Patient Monitor,74765
ECG Monitor,16267
ECG Monitor,33434
Ultrasound,56065
MRI Scanner,11081
MRI Scanner,62213
Surgical Light,1570
CT Scanner,8760
MRI Scanner,60418
Surgical Light,41802
Anesthesia Machine,88363
Ultrasound,72194
Surgical Light,95981
Anesthesia Machine,11940
CT Scanner,1672
Patient Monitor,89533
CT Scanner,44281
CT Scanner,96788
Surgical Light,74223
X-Ray Machine,91599
Defibrillator,32141
Anesthesia Machine,71017
Anesthesia Machine,88408
Surgical Light,53134
X-Ray Machine,86447
CT Scanner,42691
Patient Monitor,93188
X-Ray Machine,67849
ECG Monitor,8486
ECG Monitor,68385
Infusion Pump,265
Anesthesia Machine,54594
CT Scanner,33789
Anesthesia Machine,10711
Infusion Pump,7910
ECG Monitor,39771
Defibrillator,95901
Patient Monitor,44103
Anesthesia Machine,87700
Ventilator,95421
ECG Monitor,61440
X-Ray Machine,19271
CT Scanner,12426
ECG Monitor,95299
MRI Scanner,98953
Defibrillator,76749
Defibrillator,53993
Ventilator,47262
MRI Scanner,84749
ECG Monitor,40296
ECG Monitor,152
X-Ray Machine,61916
Infusion Pump,6113
CT Scanner,7965
Infusion Pump,54645
Ultrasound,4795
Surgical Light,30746
Defibrillator,88131
X-Ray Machine,70887
Anesthesia Machine,80699
Infusion Pump,37538
CT Scanner,57886
X-Ray Machine,47244
Dialysis Machine,66824
Defibrillator,76805
Ultrasound,45878
Surgical Light,43757
Anesthesia Machine,57339
CT Scanner,7647
Infusion Pump,86940
Patient Monitor,58104
ECG Monitor,99693
CT Scanner,11343
MRI Scanner,84842
CT Scanner,97600
CT Scanner,44905
Surgical Light,82952
Patient Monitor,94387
ECG Monitor,53502
Infusion Pump,64561
MRI Scanner,16976
Infusion Pump,52461
X-Ray Machine,18325
Anesthesia Machine,24410
Anesthesia Machine,4632
MRI Scanner,96121
MRI Scanner,76554
Anesthesia Machine,32896
Defibrillator,1460
ECG Monitor,99832
X-Ray Machine,70438
Patient Monitor,48121
Ventilator,84629
Defibrillator,35308
Surgical Light,77652
MRI Scanner,14899
Dialysis Machine,70825
Patient Monitor,92539
Infusion Pump,90591
Infusion Pump,87253
Defibrillator,87650
Defibrillator,42363
Patient Monitor,25980
CT Scanner,47534
Dialysis Machine,17404
Ultrasound,74994
MRI Scanner,80426
Defibrillator,67879
Patient Monitor,48797
Infusion Pump,77838
CT Scanner,88367
Surgical Light,10577
Dialysis Machine,51920
Ventilator,68682
Ventilator,59997
Anesthesia Machine,61739
ECG Monitor,88937
Defibrillator,73336
MRI Scanner,95776
Anesthesia Machine,24274
Anesthesia Machine,22137
CT Scanner,74184
Ventilator,38660
Dialysis Machine,29865
Ventilator,44147
CT Scanner,72919
Infusion Pump,37486
ECG Monitor,86838
Anesthesia Machine,7629
Ultrasound,7022
X-Ray Machine,96508
Dialysis Machine,49288
MRI Scanner,51186
Defibrillator,24364
Anesthesia Machine,59246
Ultrasound,8560
ECG Monitor,12587
Patient Monitor,1360
Defibrillator,51947
CT Scanner,20218
Anesthesia Machine,58625
Patient Monitor,25913
Ventilator,47587
Infusion Pump,7638
CT Scanner,64965
Anesthesia Machine,92701
Infusion Pump,37429
Patient Monitor,54849
Ultrasound,27971
X-Ray Machine,71971
MRI Scanner,75051
Ultrasound,45189
MRI Scanner,71083
Patient Monitor,77780
Surgical Light,35840
Ultrasound,79459
Infusion Pump,28091
Defibrillator,97898
CT Scanner,88220
Dialysis Machine,79725
Anesthesia Machine,30434
ECG Monitor,43250
Infusion Pump,89919
Dialysis Machine,66113
Infusion Pump,71552
MRI Scanner,54998
MRI Scanner,90
Ventilator,27779
MRI Scanner,36202
Ventilator,86123
Patient Monitor,15177
MRI Scanner,95292
Defibrillator,46025
CT Scanner,93186
Ultrasound,5558
Anesthesia Machine,78928
Anesthesia Machine,93732
Dialysis Machine,67583
Infusion Pump,3396
Anesthesia Machine,63166
Dialysis Machine,4085
X-Ray Machine,46375
Patient Monitor,49123
Surgical Light,85730
Ultrasound,74475
CT Scanner,81981
MRI Scanner,15835
Patient Monitor,77740
X-Ray Machine,57412
Infusion Pump,86542
Anesthesia Machine,70289
MRI Scanner,78308
Infusion Pump,93767
Surgical Light,78664
MRI Scanner,28836
Ultrasound,25521
Patient Monitor,17664
Anesthesia Machine,34758
X-Ray Machine,88633
MRI Scanner,68439
X-Ray Machine,93893
Anesthesia Machine,50942
MRI Scanner,23765
ECG Monitor,85153
CT Scanner,48575
Infusion Pump,88312
Surgical Light,72662
X-Ray Machine,71046
Surgical Light,17270
CT Scanner,25646
CT Scanner,76508
CT Scanner,17780
Infusion Pump,28988
Surgical Light,78647
Surgical Light,66177
Ultrasound,92260
CT Scanner,71771
Ultrasound,45059
Defibrillator,98898
Ventilator,771
Patient Monitor,35924
Anesthesia Machine,33183
Defibrillator,91942
Ventilator,33640
CT Scanner,55686
Anesthesia Machine,74191
Surgical Light,77414
Dialysis Machine,17262
X-Ray Machine,77872
Ventilator,83581
Ultrasound,5324
MRI Scanner,35937
Surgical Light,81089
X-Ray Machine,85267
Ventilator,53246
CT Scanner,45271
CT Scanner,37446
ECG Monitor,52540
X-Ray Machine,93349
Defibrillator,1877
X-Ray Machine,58456
Patient Monitor,51148
Ventilator,70797
Dialysis Machine,24856
X-Ray Machine,35398
Infusion Pump,88489
Ultrasound,16375
Surgical Light,65226
MRI Scanner,8245
X-Ray Machine,11368
CT Scanner,23502
Anesthesia Machine,97356
Surgical Light,42077
Defibrillator,51180
X-Ray Machine,47443
MRI Scanner,1081
Infusion Pump,67506
CT Scanner,80297
MRI Scanner,19583
MRI Scanner,16197
X-Ray Machine,75845
CT Scanner,9844
Patient Monitor,63632
Anesthesia Machine,25799
Surgical Light,71302
ECG Monitor,19475
Defibrillator,19303
Patient Monitor,74167
Infusion Pump,85608
Patient Monitor,74299
X-Ray Machine,53529
Ultrasound,89034
X-Ray Machine,59199
Anesthesia Machine,27945
ECG Monitor,18835
Dialysis Machine,41230
Infusion Pump,16811
Defibrillator,8861
Ultrasound,99251
X-Ray Machine,6037
Surgical Light,30199
Patient Monitor,57852
MRI Scanner,49658
Surgical Light,71562
X-Ray Machine,91265
Patient Monitor,87179
Infusion Pump,41078
Surgical Light,93950
CT Scanner,24848
Anesthesia Machine,92975
ECG Monitor,86070
Ventilator,10774
Defibrillator,83305
MRI Scanner,10698
Dialysis Machine,77447
Ultrasound,92776
Ultrasound,27988
CT Scanner,62760
Dialysis Machine,29724
CT Scanner,76104
Surgical Light,80643
Ventilator,98304
Dialysis Machine,39655
Dialysis Machine,78597
Ultrasound,91883
Infusion Pump,82168
Anesthesia Machine,12100
Anesthesia Machine,93133
Ultrasound,77432
ECG Monitor,28488
MRI Scanner,16720
Ultrasound,27611
CT Scanner,24407
X-Ray Machine,72974
Anesthesia Machine,40920
Infusion Pump,72820
Infusion Pump,94772
X-Ray Machine,2359
X-Ray Machine,99918
Anesthesia Machine,88107
MRI Scanner,21240
MRI Scanner,90104
Anesthesia Machine,27856
Ventilator,63014
ECG Monitor,17519
Ultrasound,28245
Defibrillator,39238
ECG Monitor,86803
Ventilator,4254
Surgical Light,12386
Infusion Pump,34684
MRI Scanner,95289
CT Scanner,14741
Patient Monitor,46069
MRI Scanner,15512
Dialysis Machine,61300
X-Ray Machine,92736
X-Ray Machine,95137
MRI Scanner,69340
Infusion Pump,95238
Dialysis Machine,96745
CT Scanner,9601
CT Scanner,98920
Ultrasound,53754
Patient Monitor,65083
Infusion Pump,64536
Surgical Light,27472
Surgical Light,27344
Ventilator,78068
Defibrillator,72797
Ultrasound,39030
Patient Monitor,17075
Anesthesia Machine,1702
Ventilator,3613
Ultrasound,29352
CT Scanner,68903
Ventilator,98223
Ultrasound,81064
CT Scanner,79129
Ultrasound,68757
Patient Monitor,32779
Defibrillator,82423
Ultrasound,63072
Defibrillator,49993
Ultrasound,60527
CT Scanner,4793
Infusion Pump,23753
Surgical Light,40049
Infusion Pump,66704
MRI Scanner,20739
Defibrillator,87106
X-Ray Machine,81010
Ultrasound,61198
Surgical Light,43993
Infusion Pump,88595
X-Ray Machine,23971
Defibrillator,66581
Ventilator,90159
X-Ray Machine,8236
Infusion Pump,62165
Patient Monitor,62763
Ultrasound,53834
Anesthesia Machine,50158
Ventilator,64591
ECG Monitor,34581
Ultrasound,97178
Ventilator,76463
X-Ray Machine,45727
MRI Scanner,83692
Patient Monitor,47781
Surgical Light,78710
MRI Scanner,29752
ECG Monitor,31067
X-Ray Machine,4264
CT Scanner,30090
Infusion Pump,69950
Infusion Pump,24448
Defibrillator,78752
X-Ray Machine,5622
Ventilator,27398
Ultrasound,171
ECG Monitor,6014
Surgical Light,30206
X-Ray Machine,56607
Anesthesia Machine,61247
Surgical Light,51654
X-Ray Machine,17890
Surgical Light,81176
Dialysis Machine,77940
Ultrasound,75440
CT Scanner,2771
Defibrillator,63299
Dialysis Machine,42978
Infusion Pump,34389
Ultrasound,83079
Surgical Light,30940
Infusion Pump,32979
Infusion Pump,48654
ECG Monitor,27574
MRI Scanner,87645
Patient Monitor,99683
Defibrillator,69187
Patient Monitor,61662
Ultrasound,91697
Ultrasound,23898
Ventilator,74709
Defibrillator,60518
Surgical Light,77103
Ultrasound,91735
Surgical Light,65607
X-Ray Machine,66194
Surgical Light,99417
MRI Scanner,15611
Defibrillator,65006
MRI Scanner,99791
MRI Scanner,95781
Infusion Pump,1393
Patient Monitor,46041
Dialysis Machine,86498
MRI Scanner,81289
Defibrillator,7570
Dialysis Machine,59203
Defibrillator,86929
Infusion Pump,10840
Patient Monitor,42679
CT Scanner,35016
Infusion Pump,75043
Infusion Pump,26201
Ultrasound,48725
CT Scanner,20252
Dialysis Machine,7089
MRI Scanner,86297
Patient Monitor,28697
Patient Monitor,46952
Defibrillator,32089
Ultrasound,77747
X-Ray Machine,7880
Ventilator,3375
ECG Monitor,46829
Ultrasound,573
Anesthesia Machine,10274
CT Scanner,99360
MRI Scanner,7270
Infusion Pump,90848
Anesthesia Machine,45428
ECG Monitor,58757
X-Ray Machine,78643
Patient Monitor,19708
Infusion Pump,42915
Surgical Light,70226
Patient Monitor,24614
Surgical Light,17236
MRI Scanner,44996
Infusion Pump,61215
Infusion Pump,86688
X-Ray Machine,16244
Patient Monitor,81340
Defibrillator,65772
X-Ray Machine,44378
Ventilator,36926
Anesthesia Machine,96612
Infusion Pump,85774
Patient Monitor,38073
Anesthesia Machine,58146
MRI Scanner,46176
Anesthesia Machine,66624
CT Scanner,99173
Defibrillator,43219
Patient Monitor,82258
Ventilator,75290
Dialysis Machine,15397
MRI Scanner,32547
ECG Monitor,5051
Defibrillator,37358
ECG Monitor,71751
Patient Monitor,54533
Surgical Light,57196
Dialysis Machine,44684
Surgical Light,43239
Ultrasound,3915
Anesthesia Machine,34538
CT Scanner,16243
Surgical Light,89068
Ventilator,8225
Patient Monitor,82262
MRI Scanner,83488
Dialysis Machine,47780
Anesthesia Machine,37983
Ventilator,47648
MRI Scanner,73170
CT Scanner,86248
Defibrillator,7073
Ventilator,1019
Infusion Pump,65895
Surgical Light,10414
MRI Scanner,89193
Ventilator,20797
Ventilator,30344
